feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking_up,fi_walking_down
tBodyGyro-std()-Z,0.0,0.000430619757110242,0.0006429381834011733,0.0016048292753030493,5.682377523990274e-05,0.0009049040087518485,0.0006886410210710023
tBodyGyro-mad()-X,0.0,0.00017306656350687139,0.0022315583920147954,0.008121576720823863,0.00032632130833469455,0.0002002501739116529,0.000599486299546463
tBodyGyro-mad()-Y,0.0,0.0005750162042851604,0.001060145049263297,0.0012545038319982647,0.0038210867053901543,0.0023213030755305625,0.00025577970363003535
tBodyGyro-mad()-Z,0.0,0.0012394068194985792,0.0005735197694401214,0.0018406184055587017,0.0007543099644499124,0.0007679316595198142,0.0009106649550821944
tBodyGyro-max()-X,0.0,0.0001381038997909428,0.005455521065110754,0.01707002600226135,0.00041961475230893635,0.0007246641065857337,0.0014859596731566242
tBodyGyro-max()-Y,0.0,2.7765476408776553e-05,0.0004259866338154453,0.0006920865328606955,0.0003277171412054148,0.00039419539005058354,0.0004806141371773372
tBodyGyro-max()-Z,0.0,0.000291595745303677,0.0042796575970125705,0.0021275930908302154,0.00021199402196933116,0.00033607718158368326,0.00042741902211196385
tBodyGyro-min()-X,0.0,0.0006843363795627722,0.0029808420398678166,0.002577953599296788,2.482620814180201e-05,0.0005716101872479381,0.002472031014965311
tBodyGyro-min()-Y,0.0,0.00010533869352670353,0.0004878586241417522,0.0009826124558114562,0.0,0.00015137270708980534,0.0007510236413736765
tBodyGyro-min()-Z,0.0,0.0002828447542677932,0.00122319473960185,0.0013341410034744287,0.000597390891733164,0.00024160385360252,0.00010709570802546744
tBodyGyro-sma(),0.0,7.343783262405439e-05,0.004720939989273826,0.0003990083077696388,0.0,0.00029378578070645377,0.00033798883301708706
tBodyGyro-energy()-X,0.0,0.0004828336132663602,0.0029454446460151257,0.005221182362406473,0.00020746617655008104,0.0010031815334234414,0.0006748700053109637
tBodyGyro-energy()-Y,0.0,0.0002172713521046002,0.0007918998103123552,0.0010791142798800457,7.104205757314006e-06,0.0005656956641030844,0.000731863647430432
tBodyGyro-energy()-Z,0.0,0.0005113565263866354,0.005084447296492009,0.0013164627386115472,0.00017289785738738305,0.0014573059481333799,0.0008321259405612569
tBodyGyro-iqr()-X,0.0,0.0003702062703203627,0.005255476917367008,0.012027504584020585,7.696765995696281e-05,0.00022821353191363386,0.0013530328748379771
tBodyGyro-iqr()-Y,0.0,0.00015995500204378738,0.0005704845289774143,0.0011783123768462193,0.00036813000045930316,0.00012777395109451312,0.0001947800263369198
tBodyGyro-iqr()-Z,0.0,0.0003709968014173156,0.001051636940127109,0.00077309871380007,0.0006753106656798084,0.0014431320425255358,0.0001953638341045246
tBodyGyro-entropy()-X,0.0,0.000740875796233529,0.0011431657350105457,0.004680563382413294,0.000615374798966739,7.130580800939599e-05,0.00017308152007904643
tBodyGyro-entropy()-Y,0.0,0.0003846155840219286,0.0004510986572554467,0.0005622909077675268,0.00016109255267176542,0.00029610905639340635,0.0005031999440045687
tBodyGyro-entropy()-Z,0.0,0.00033230056421180683,0.0005437636473073488,0.0014736500075158887,0.00016651989613006526,0.000797938681036125,0.0001866420526446159
"tBodyGyro-arCoeff()-X,1",0.0,0.00016198413509251378,0.005051700134518156,0.0010649834845132477,2.3034262252574752e-05,0.00013232575190755367,0.00022709058595450605
"tBodyGyro-arCoeff()-X,2",0.0,1.6601742147819696e-05,0.00032036438106674685,0.0004595748434159413,5.696860097268887e-05,0.00013267159402334367,0.0002228586628121316
"tBodyGyro-arCoeff()-X,3",0.0,0.0002661847164433612,0.0005054240861986849,0.0004368620544064227,2.750507376864558e-05,6.27898202441138e-05,0.00026574135610291864
"tBodyGyro-arCoeff()-X,4",0.0,0.00023344170692159863,0.0004190523608190929,0.0012344131310421962,0.0,0.00022404643178174406,8.110459533744124e-05
"tBodyGyro-arCoeff()-Y,1",0.0,0.0003144274171103166,0.0007948838819064205,0.0011150208056023017,0.0001894328794535132,3.4066276308322165e-05,0.0003812298453619281
"tBodyGyro-arCoeff()-Y,2",0.0,7.864507927235264e-05,0.0005270471569028376,0.0007064422506054557,4.742840663841357e-05,0.00018541836612106832,0.00010936387521195379
"tBodyGyro-arCoeff()-Y,3",0.0,0.0001748636575146409,0.00023520028395360862,0.0003070131860459535,0.00012678792687675789,5.306476665836624e-05,0.00015274776067206964
"tBodyGyro-arCoeff()-Y,4",0.0,0.00028543975922547976,0.0005116916874822019,0.000284386966844287,0.00012956629142002856,0.0004946770849812502,0.0001079612187504416
"tBodyGyro-arCoeff()-Z,1",0.0,7.753319154619114e-05,0.00020507644707344486,0.0006041374303019103,0.0,0.00010773944514825653,0.00014546641334429596
"tBodyGyro-arCoeff()-Z,2",0.0,0.00016994498932395248,0.00033463268471310974,0.0003276861177115995,9.068331733189173e-05,0.0002124873196475804,0.00013325323199646187
"tBodyGyro-arCoeff()-Z,3",0.0,0.0002305816570676332,6.82090007469614e-05,0.0004535566624218526,1.4264348677917759e-05,0.00014888449192689162,3.5792467430780096e-05
"tBodyGyro-arCoeff()-Z,4",0.0,0.0013291206012165271,0.00030782540800943056,0.00036727147431018825,0.00020639510400579888,0.0002400782742431444,0.00010232875344286719
"tBodyGyro-correlation()-X,Y",0.0,0.00032686368569069687,0.0020222149363577392,0.0013865774680531604,0.00014208636991347554,0.0006638510140420981,0.0002566772517716477
"tBodyGyro-correlation()-X,Z",0.0,0.0005794942753011709,0.0017462486088267882,0.0010586945030306972,5.515478031816433e-05,0.001278905058612996,0.000982500125370376
"tBodyGyro-correlation()-Y,Z",0.0,0.0010639089730853297,0.0006378424827551465,0.0015223016076940275,0.00012802636444534516,0.001927800542715257,0.0040274173516853026
tBodyGyroJerk-mean()-X,0.0,0.00013145137015831504,0.0004279330323282354,0.0014039300947710541,4.9756744803184435e-05,0.00021996021970617743,0.00045270768551142513
tBodyGyroJerk-mean()-Y,0.0,0.00011940222775500883,0.00019748658114246523,0.0001819740257058021,0.0,0.00011104505721317257,0.00018504532389922778
tBodyGyroJerk-mean()-Z,0.0,0.00010149413967716773,0.0008693289058574866,0.0023227574465008722,1.430670747603094e-05,3.45019190448896e-05,0.00011680155870147397
tBodyGyroJerk-std()-X,0.0,0.003929320726485695,0.0018842585093984396,0.003085601859319401,0.0002179509805780921,0.0006652605388423662,0.0003069263624379034
tBodyGyroJerk-std()-Y,0.0,0.0,0.0004754074013141846,0.0008068537345551291,8.740781101191167e-05,0.0004070183102887463,0.00013268895465309383
tBodyGyroJerk-std()-Z,0.0,0.006492326460454052,0.0004579685025024083,0.00034239976071307707,0.00017596207454935244,0.0028528173721157424,7.474042283688914e-05
tBodyGyroJerk-mad()-X,0.0,0.010538430860649664,0.0026241012774730755,0.0024411814982724265,0.0003257866253473966,0.0004827435625526627,0.001126781471227884
tBodyGyroJerk-mad()-Y,0.0,0.00022831313320857038,0.0002675642550051521,0.0003774456750802616,0.00050363808333993,0.0001182976958043937,0.0005214904493207747
tBodyGyroJerk-mad()-Z,0.0,0.0196375109995664,0.0004020498976053413,0.0003945754469520293,0.0040429811593166096,0.00257432737897134,0.00010428487576786603
tBodyGyroJerk-max()-X,0.0,0.0031469082660624615,0.001210703933852327,0.002593852138837542,0.00013633166131002042,0.0004916254544859506,0.00040120057883007116
tBodyGyroJerk-max()-Y,0.0,6.796133124106696e-05,0.0006176086009354301,0.0005995871837359639,0.00014413586222961235,9.898997820791209e-05,0.0003194247876825729
tBodyGyroJerk-max()-Z,0.0,0.00034569858628306053,0.00047969307723005623,0.0005940874951468313,0.0,0.0008593561045480827,0.00043613101108462234
